,0,Jun 2022,          11.3%        ,10.0%,Unnamed: 4
8651,107.0,Aug 2013,          1.4%        ,,
8652,108.0,Jul 2013,          2.1%        ,,
8653,109.0,Jun 2013,          2.5%        ,,
8654,110.0,May 2013,          1.7%        ,,
8655,111.0,Apr 2013,          0.6%        ,,
8656,112.0,Mar 2013,          1.1%        ,,
8657,113.0,Feb 2013,          1.7%        ,,
8658,114.0,Jan 2013,          1.4%        ,,
8659,115.0,Dec 2012,          1.3%        ,,
8660,116.0,Nov 2012,          1.5%        ,,
8661,117.0,Oct 2012,          2.3%        ,,
8662,118.0,Sep 2012,          2.1%        ,,
8663,119.0,Aug 2012,          2.0%        ,,
8664,120.0,Jul 2012,          0.5%        ,,
8665,121.0,Jun 2012,          0.7%        ,,
8666,122.0,May 2012,          0.7%        ,,
8667,123.0,Apr 2012,          1.9%        ,,
8668,124.0,Mar 2012,          2.8%        ,,
8669,125.0,Feb 2012,          3.3%        ,,
8670,126.0,Jan 2012,          4.1%        ,,
8671,127.0,Dec 2011,          4.8%        ,,
8672,128.0,Nov 2011,          5.7%        ,,
8673,129.0,Oct 2011,          5.9%        ,,
8674,130.0,Sep 2011,          6.9%        ,,
8675,131.0,Aug 2011,          6.5%        ,,
8676,132.0,Jul 2011,          7.2%        ,,
8677,133.0,Jun 2011,          7.0%        ,,
8678,134.0,May 2011,          7.3%        ,,
8679,135.0,Apr 2011,          6.8%        ,,
8680,136.0,Mar 2011,          5.8%        ,,
8681,137.0,Feb 2011,          5.6%        ,,
8682,138.0,Jan 2011,          3.6%        ,,
8683,139.0,Dec 2010,          4.0%        ,,
8684,140.0,Nov 2010,          3.5%        ,,
8685,141.0,Oct 2010,          4.3%        ,,
8686,142.0,Sep 2010,          4.0%        ,,
8687,143.0,Aug 2010,          3.1%        ,,
8688,144.0,Jul 2010,          4.2%        ,,
8689,145.0,Jun 2010,          2.8%        ,,
8690,146.0,May 2010,          5.3%        ,,
8691,147.0,Apr 2010,          5.5%        ,,
8692,148.0,Mar 2010,          6.0%        ,,
8693,149.0,Feb 2010,          4.4%        ,,
8694,150.0,Jan 2010,          4.6%        ,,
8695,151.0,Dec 2009,          4.4%        ,,
8696,152.0,Nov 2009,          2.4%        ,,
8697,153.0,Oct 2009,          -1.9%        ,,
8698,154.0,Sep 2009,          -4.8%        ,,
8699,155.0,Aug 2009,          -4.3%        ,,
8700,156.0,Jul 2009,          -6.8%        ,,
8701,157.0,Jun 2009,          -4.6%        ,,
8702,158.0,May 2009,          -5.0%        ,,
8703,159.0,Apr 2009,          -3.7%        ,,
8704,160.0,Mar 2009,          -3.5%        ,,
8705,161.0,Feb 2009,          -1.3%        ,,
8706,162.0,Jan 2009,          1.0%        ,,
8707,163.0,Dec 2008,          -0.9%        ,,
8708,164.0,Nov 2008,          0.4%        ,,
8709,165.0,Oct 2008,          5.2%        ,,
8710,166.0,Sep 2008,          8.7%        ,,
8711,167.0,Aug 2008,          9.6%        ,,
8712,168.0,Jul 2008,          9.8%        ,,
8713,169.0,Jun 2008,          9.2%        ,,
8714,170.0,May 2008,          7.2%        ,,
8715,171.0,Apr 2008,          6.5%        ,,
8716,172.0,Mar 2008,          6.9%        ,,
8717,173.0,Feb 2008,          6.4%        ,,
8718,174.0,Jan 2008,          7.4%        ,,
8719,175.0,Dec 2007,          6.3%        ,,
8720,176.0,Nov 2007,          7.2%        ,,
8721,177.0,Oct 2007,          6.1%        ,,
8722,178.0,Sep 2007,          4.4%        ,,
8723,179.0,Aug 2007,          2.2%        ,,
8724,180.0,Jul 2007,          4.0%        ,,
8725,181.0,Jun 2007,          3.3%        ,,
8726,182.0,May 2007,          4.1%        ,,
8727,183.0,Apr 2007,          3.2%        ,,
8728,184.0,Feb 2007,          3.2%        ,,
8729,185.0,Jan 2007,          0.2%        ,,
8730,,Date,Actual,Forecast,Previous
8731,0.0,Jul 2022,          9.8%        ,11.0%,
8732,1.0,Jun 2022,          11.3%        ,10.0%,
8733,2.0,May 2022,          10.8%        ,11.1%,
8734,3.0,Apr 2022,          11.0%        ,12.2%,
8735,4.0,Mar 2022,          11.2%        ,9.4%,
8736,5.0,Feb 2022,          10.0%        ,9.1%,
8737,6.0,Jan 2022,          9.7%        ,10.1%,
8738,7.0,Dec 2021,          9.7%        ,10.1%,
8739,8.0,Nov 2021,          9.6%        ,8.3%,
8740,9.0,Oct 2021,          8.6%        ,8.6%,
8741,10.0,Sep 2021,          8.6%        ,8.7%,
8742,11.0,Aug 2021,          8.3%        ,7.8%,
8743,12.0,Jul 2021,          7.8%        ,7.3%,
8744,13.0,Jun 2021,          7.3%        ,7.1%,
8745,14.0,May 2021,          6.6%        ,7.2%,
8746,15.0,Apr 2021,          6.2%        ,4.9%,
8747,16.0,Mar 2021,          4.2%        ,3.7%,
8748,17.0,Feb 2021,          2.8%        ,2.4%,
8749,18.0,Jan 2021,          1.7%        ,0.7%,
8750,19.0,Dec 2020,          0.8%        ,0.4%,
8751,20.0,Nov 2020,          0.8%        ,1.0%,
8752,21.0,Oct 2020,          0.5%        ,1.0%,
8753,22.0,Sep 2020,          0.4%        ,-0.1%,
8754,23.0,Aug 2020,          -0.2%        ,-0.3%,
8755,24.0,Jul 2020,          -0.4%        ,-0.3%,
8756,25.0,Jun 2020,          -0.8%        ,-1.0%,
8757,26.0,May 2020,          -0.8%        ,-0.3%,
8758,27.0,Apr 2020,          -1.2%        ,1.0%,
8759,28.0,Mar 2020,          0.7%        ,1.0%,
8760,29.0,Feb 2020,          1.3%        ,2.4%,
8761,30.0,Jan 2020,          2.1%        ,1.6%,
8762,31.0,Dec 2019,          1.3%        ,1.0%,
8763,32.0,Nov 2019,          1.1%        ,0.4%,
8764,33.0,Oct 2019,          1.1%        ,0.9%,
8765,34.0,Sep 2019,          1.4%        ,2.2%,
8766,35.0,Aug 2019,          1.8%        ,2.1%,
8767,36.0,Jul 2019,          1.7%        ,1.2%,
8768,37.0,Jun 2019,          1.7%        ,1.4%,
8769,38.0,May 2019,          1.8%        ,2.2%,
8770,39.0,Apr 2019,          2.2%        ,2.4%,
8771,40.0,Mar 2019,          2.2%        ,1.6%,
8772,41.0,Feb 2019,          1.9%        ,1.4%,
8773,42.0,Jan 2019,          2.0%        ,2.0%,
8774,43.0,Dec 2018,          2.5%        ,2.8%,
8775,44.0,Nov 2018,          2.5%        ,2.6%,
8776,45.0,Oct 2018,          2.9%        ,1.9%,
8777,46.0,Sep 2018,          2.6%        ,2.5%,
8778,47.0,Aug 2018,          2.8%        ,3.4%,
8779,48.0,Jul 2018,          3.3%        ,3.2%,
8780,49.0,Jun 2018,          3.4%        ,2.7%,
8781,50.0,May 2018,          3.1%        ,2.7%,
8782,51.0,Apr 2018,          2.6%        ,3.1%,
8783,52.0,Mar 2018,          3.0%        ,2.7%,
8784,53.0,Feb 2018,          2.8%        ,2.3%,
8785,54.0,Jan 2018,          2.7%        ,2.2%,
8786,55.0,Dec 2017,          2.6%        ,2.8%,
8787,56.0,Nov 2017,          3.1%        ,3.0%,
8788,57.0,Oct 2017,          2.8%        ,2.9%,
8789,58.0,Sep 2017,          2.6%        ,2.6%,
8790,59.0,Aug 2017,          2.4%        ,1.8%,
8791,60.0,Jul 2017,          1.9%        ,1.7%,
8792,61.0,Jun 2017,          2.0%        ,2.1%,
8793,62.0,May 2017,          2.4%        ,2.6%,
8794,63.0,Apr 2017,          2.5%        ,2.5%,
8795,64.0,Mar 2017,          2.3%        ,,
8796,65.0,Feb 2017,          2.2%        ,,
8797,66.0,Jan 2017,          1.6%        ,,
8798,67.0,Dec 2016,          1.6%        ,,
8799,68.0,Nov 2016,          1.3%        ,,
8800,69.0,Oct 2016,          0.8%        ,,
8801,70.0,Sep 2016,          0.7%        ,,
8802,71.0,Aug 2016,          0.0%        ,,
8803,72.0,Jul 2016,          -0.2%        ,,
8804,73.0,Jun 2016,          0.3%        ,,
8805,74.0,May 2016,          -0.1%        ,,
8806,75.0,Apr 2016,          0.0%        ,,
8807,76.0,Mar 2016,          -0.1%        ,,
8808,77.0,Feb 2016,          0.0%        ,,
8809,78.0,Jan 2016,          -0.2%        ,,
8810,79.0,Dec 2015,          -1.0%        ,,
8811,80.0,Nov 2015,          -1.1%        ,,
8812,81.0,Oct 2015,          -1.6%        ,,
8813,82.0,Sep 2015,          -1.1%        ,,
8814,83.0,Aug 2015,          -0.8%        ,,
8815,84.0,Jul 2015,          -0.8%        ,,
8816,85.0,Jun 2015,          -0.7%        ,,
8817,86.0,May 2015,          -1.1%        ,,
8818,87.0,Apr 2015,          -1.3%        ,,
8819,88.0,Mar 2015,          -0.8%        ,,
8820,89.0,Feb 2015,          -0.6%        ,,
8821,90.0,Jan 2015,          0.0%        ,,
8822,91.0,Dec 2014,          1.1%        ,,
8823,92.0,Nov 2014,          1.4%        ,,
8824,93.0,Oct 2014,          1.5%        ,,
8825,94.0,Sep 2014,          1.6%        ,,
8826,95.0,Aug 2014,          1.8%        ,,
8827,96.0,Jul 2014,          1.7%        ,,
8828,97.0,Jun 2014,          1.9%        ,,
8829,98.0,May 2014,          2.0%        ,,
8830,99.0,Apr 2014,          2.1%        ,,
8831,100.0,Mar 2014,          1.4%        ,,
8832,101.0,Feb 2014,          0.9%        ,,
8833,102.0,Jan 2014,          1.2%        ,,
8834,103.0,Dec 2013,          1.2%        ,,
8835,104.0,Nov 2013,          0.7%        ,,
8836,105.0,Oct 2013,          0.3%        ,,
8837,106.0,Sep 2013,          0.3%        ,,
8838,107.0,Aug 2013,          1.4%        ,,
8839,108.0,Jul 2013,          2.1%        ,,
8840,109.0,Jun 2013,          2.5%        ,,
8841,110.0,May 2013,          1.7%        ,,
8842,111.0,Apr 2013,          0.6%        ,,
8843,112.0,Mar 2013,          1.1%        ,,
8844,113.0,Feb 2013,          1.7%        ,,
8845,114.0,Jan 2013,          1.4%        ,,
8846,115.0,Dec 2012,          1.3%        ,,
8847,116.0,Nov 2012,          1.5%        ,,
8848,117.0,Oct 2012,          2.3%        ,,
8849,118.0,Sep 2012,          2.1%        ,,
8850,119.0,Aug 2012,          2.0%        ,,
8851,120.0,Jul 2012,          0.5%        ,,
8852,121.0,Jun 2012,          0.7%        ,,
8853,122.0,May 2012,          0.7%        ,,
8854,123.0,Apr 2012,          1.9%        ,,
8855,124.0,Mar 2012,          2.8%        ,,
8856,125.0,Feb 2012,          3.3%        ,,
8857,126.0,Jan 2012,          4.1%        ,,
8858,127.0,Dec 2011,          4.8%        ,,
8859,128.0,Nov 2011,          5.7%        ,,
8860,129.0,Oct 2011,          5.9%        ,,
8861,130.0,Sep 2011,          6.9%        ,,
8862,131.0,Aug 2011,          6.5%        ,,
8863,132.0,Jul 2011,          7.2%        ,,
8864,133.0,Jun 2011,          7.0%        ,,
8865,134.0,May 2011,          7.3%        ,,
8866,135.0,Apr 2011,          6.8%        ,,
8867,136.0,Mar 2011,          5.8%        ,,
8868,137.0,Feb 2011,          5.6%        ,,
8869,138.0,Jan 2011,          3.6%        ,,
8870,139.0,Dec 2010,          4.0%        ,,
8871,140.0,Nov 2010,          3.5%        ,,
8872,141.0,Oct 2010,          4.3%        ,,
8873,142.0,Sep 2010,          4.0%        ,,
8874,143.0,Aug 2010,          3.1%        ,,
8875,144.0,Jul 2010,          4.2%        ,,
8876,145.0,Jun 2010,          2.8%        ,,
8877,146.0,May 2010,          5.3%        ,,
8878,147.0,Apr 2010,          5.5%        ,,
8879,148.0,Mar 2010,          6.0%        ,,
8880,149.0,Feb 2010,          4.4%        ,,
8881,150.0,Jan 2010,          4.6%        ,,
8882,151.0,Dec 2009,          4.4%        ,,
8883,152.0,Nov 2009,          2.4%        ,,
8884,153.0,Oct 2009,          -1.9%        ,,
8885,154.0,Sep 2009,          -4.8%        ,,
8886,155.0,Aug 2009,          -4.3%        ,,
8887,156.0,Jul 2009,          -6.8%        ,,
8888,157.0,Jun 2009,          -4.6%        ,,
8889,158.0,May 2009,          -5.0%        ,,
8890,159.0,Apr 2009,          -3.7%        ,,
8891,160.0,Mar 2009,          -3.5%        ,,
8892,161.0,Feb 2009,          -1.3%        ,,
8893,162.0,Jan 2009,          1.0%        ,,
8894,163.0,Dec 2008,          -0.9%        ,,
8895,164.0,Nov 2008,          0.4%        ,,
8896,165.0,Oct 2008,          5.2%        ,,
8897,166.0,Sep 2008,          8.7%        ,,
8898,167.0,Aug 2008,          9.6%        ,,
8899,168.0,Jul 2008,          9.8%        ,,
8900,169.0,Jun 2008,          9.2%        ,,
8901,170.0,May 2008,          7.2%        ,,
8902,171.0,Apr 2008,          6.5%        ,,
8903,172.0,Mar 2008,          6.9%        ,,
8904,173.0,Feb 2008,          6.4%        ,,
8905,174.0,Jan 2008,          7.4%        ,,
8906,175.0,Dec 2007,          6.3%        ,,
8907,176.0,Nov 2007,          7.2%        ,,
8908,177.0,Oct 2007,          6.1%        ,,
8909,178.0,Sep 2007,          4.4%        ,,
8910,179.0,Aug 2007,          2.2%        ,,
8911,180.0,Jul 2007,          4.0%        ,,
8912,181.0,Jun 2007,          3.3%        ,,
8913,182.0,May 2007,          4.1%        ,,
8914,183.0,Apr 2007,          3.2%        ,,
8915,184.0,Feb 2007,          3.2%        ,,
8916,185.0,Jan 2007,          0.2%        ,,
8917,,Actual,Forecast,Previous,
8918,0.0,          9.8%        ,11.0%,,
8919,1.0,          11.3%        ,10.0%,,
8920,2.0,          10.8%        ,11.1%,,
8921,3.0,          11.0%        ,12.2%,,
8922,4.0,          11.2%        ,9.4%,,
8923,5.0,          10.0%        ,9.1%,,
8924,6.0,          9.7%        ,10.1%,,
8925,7.0,          9.7%        ,10.1%,,
8926,8.0,          9.6%        ,8.3%,,
8927,9.0,          8.6%        ,8.6%,,
8928,10.0,          8.6%        ,8.7%,,
8929,11.0,          8.3%        ,7.8%,,
8930,12.0,          7.8%        ,7.3%,,
8931,13.0,          7.3%        ,7.1%,,
8932,14.0,          6.6%        ,7.2%,,
8933,15.0,          6.2%        ,4.9%,,
8934,16.0,          4.2%        ,3.7%,,
8935,17.0,          2.8%        ,2.4%,,
8936,18.0,          1.7%        ,0.7%,,
8937,19.0,          0.8%        ,0.4%,,
8938,20.0,          0.8%        ,1.0%,,
8939,21.0,          0.5%        ,1.0%,,
8940,22.0,          0.4%        ,-0.1%,,
8941,23.0,          -0.2%        ,-0.3%,,
8942,24.0,          -0.4%        ,-0.3%,,
8943,25.0,          -0.8%        ,-1.0%,,
8944,26.0,          -0.8%        ,-0.3%,,
8945,27.0,          -1.2%        ,1.0%,,
8946,28.0,          0.7%        ,1.0%,,
8947,29.0,          1.3%        ,2.4%,,
8948,30.0,          2.1%        ,1.6%,,
8949,31.0,          1.3%        ,1.0%,,
8950,32.0,          1.1%        ,0.4%,,
8951,33.0,          1.1%        ,0.9%,,
8952,34.0,          1.4%        ,2.2%,,
8953,35.0,          1.8%        ,2.1%,,
8954,36.0,          1.7%        ,1.2%,,
8955,37.0,          1.7%        ,1.4%,,
8956,38.0,          1.8%        ,2.2%,,
8957,39.0,          2.2%        ,2.4%,,
8958,40.0,          2.2%        ,1.6%,,
8959,41.0,          1.9%        ,1.4%,,
8960,42.0,          2.0%        ,2.0%,,
8961,43.0,          2.5%        ,2.8%,,
8962,44.0,          2.5%        ,2.6%,,
8963,45.0,          2.9%        ,1.9%,,
8964,46.0,          2.6%        ,2.5%,,
8965,47.0,          2.8%        ,3.4%,,
8966,48.0,          3.3%        ,3.2%,,
8967,49.0,          3.4%        ,2.7%,,
8968,50.0,          3.1%        ,2.7%,,
8969,51.0,          2.6%        ,3.1%,,
8970,52.0,          3.0%        ,2.7%,,
8971,53.0,          2.8%        ,2.3%,,
8972,54.0,          2.7%        ,2.2%,,
8973,55.0,          2.6%        ,2.8%,,
8974,56.0,          3.1%        ,3.0%,,
8975,57.0,          2.8%        ,2.9%,,
8976,58.0,          2.6%        ,2.6%,,
8977,59.0,          2.4%        ,1.8%,,
8978,60.0,          1.9%        ,1.7%,,
8979,61.0,          2.0%        ,2.1%,,
8980,62.0,          2.4%        ,2.6%,,
8981,63.0,          2.5%        ,2.5%,,
8982,64.0,          2.3%        ,,,
8983,65.0,          2.2%        ,,,
8984,66.0,          1.6%        ,,,
8985,67.0,          1.6%        ,,,
8986,68.0,          1.3%        ,,,
8987,69.0,          0.8%        ,,,
8988,70.0,          0.7%        ,,,
8989,71.0,          0.0%        ,,,
8990,72.0,          -0.2%        ,,,
8991,73.0,          0.3%        ,,,
8992,74.0,          -0.1%        ,,,
8993,75.0,          0.0%        ,,,
8994,76.0,          -0.1%        ,,,
8995,77.0,          0.0%        ,,,
8996,78.0,          -0.2%        ,,,
8997,79.0,          -1.0%        ,,,
8998,80.0,          -1.1%        ,,,
8999,81.0,          -1.6%        ,,,
9000,82.0,          -1.1%        ,,,
9001,83.0,          -0.8%        ,,,
9002,84.0,          -0.8%        ,,,
9003,85.0,          -0.7%        ,,,
9004,86.0,          -1.1%        ,,,
9005,87.0,          -1.3%        ,,,
9006,88.0,          -0.8%        ,,,
9007,89.0,          -0.6%        ,,,
9008,90.0,          0.0%        ,,,
9009,91.0,          1.1%        ,,,
9010,92.0,          1.4%        ,,,
9011,93.0,          1.5%        ,,,
9012,94.0,          1.6%        ,,,
9013,95.0,          1.8%        ,,,
9014,96.0,          1.7%        ,,,
9015,97.0,          1.9%        ,,,
9016,98.0,          2.0%        ,,,
9017,99.0,          2.1%        ,,,
9018,100.0,          1.4%        ,,,
9019,101.0,          0.9%        ,,,
9020,102.0,          1.2%        ,,,
9021,103.0,          1.2%        ,,,
9022,104.0,          0.7%        ,,,
9023,105.0,          0.3%        ,,,
9024,106.0,          0.3%        ,,,
9025,107.0,          1.4%        ,,,
9026,108.0,          2.1%        ,,,
9027,109.0,          2.5%        ,,,
9028,110.0,          1.7%        ,,,
9029,111.0,          0.6%        ,,,
9030,112.0,          1.1%        ,,,
9031,113.0,          1.7%        ,,,
9032,114.0,          1.4%        ,,,
9033,115.0,          1.3%        ,,,
9034,116.0,          1.5%        ,,,
9035,117.0,          2.3%        ,,,
9036,118.0,          2.1%        ,,,
9037,119.0,          2.0%        ,,,
9038,120.0,          0.5%        ,,,
9039,121.0,          0.7%        ,,,
9040,122.0,          0.7%        ,,,
9041,123.0,          1.9%        ,,,
9042,124.0,          2.8%        ,,,
9043,125.0,          3.3%        ,,,
9044,126.0,          4.1%        ,,,
9045,127.0,          4.8%        ,,,
9046,128.0,          5.7%        ,,,
9047,129.0,          5.9%        ,,,
9048,130.0,          6.9%        ,,,
9049,131.0,          6.5%        ,,,
9050,132.0,          7.2%        ,,,
9051,133.0,          7.0%        ,,,
9052,134.0,          7.3%        ,,,
9053,135.0,          6.8%        ,,,
9054,136.0,          5.8%        ,,,
9055,137.0,          5.6%        ,,,
9056,138.0,          3.6%        ,,,
9057,139.0,          4.0%        ,,,
9058,140.0,          3.5%        ,,,
9059,141.0,          4.3%        ,,,
9060,142.0,          4.0%        ,,,
9061,143.0,          3.1%        ,,,
9062,144.0,          4.2%        ,,,
9063,145.0,          2.8%        ,,,
9064,146.0,          5.3%        ,,,
9065,147.0,          5.5%        ,,,
9066,148.0,          6.0%        ,,,
9067,149.0,          4.4%        ,,,
9068,150.0,          4.6%        ,,,
9069,151.0,          4.4%        ,,,
9070,152.0,          2.4%        ,,,
9071,153.0,          -1.9%        ,,,
9072,154.0,          -4.8%        ,,,
9073,155.0,          -4.3%        ,,,
9074,156.0,          -6.8%        ,,,
9075,157.0,          -4.6%        ,,,
9076,158.0,          -5.0%        ,,,
9077,159.0,          -3.7%        ,,,
9078,160.0,          -3.5%        ,,,
9079,161.0,          -1.3%        ,,,
9080,162.0,          1.0%        ,,,
9081,163.0,          -0.9%        ,,,
9082,164.0,          0.4%        ,,,
9083,165.0,          5.2%        ,,,
9084,166.0,          8.7%        ,,,
9085,167.0,          9.6%        ,,,
9086,168.0,          9.8%        ,,,
9087,169.0,          9.2%        ,,,
9088,170.0,          7.2%        ,,,
9089,171.0,          6.5%        ,,,
9090,172.0,          6.9%        ,,,
9091,173.0,          6.4%        ,,,
9092,174.0,          7.4%        ,,,
9093,175.0,          6.3%        ,,,
9094,176.0,          7.2%        ,,,
9095,177.0,          6.1%        ,,,
9096,178.0,          4.4%        ,,,
9097,179.0,          2.2%        ,,,
9098,180.0,          4.0%        ,,,
9099,181.0,          3.3%        ,,,
9100,182.0,          4.1%        ,,,
9101,183.0,          3.2%        ,,,
9102,184.0,          3.2%        ,,,
9103,185.0,          0.2%        ,,,
9104,,Date,Actual,Forecast,Previous
9105,0.0,Jul 2022,          9.8%        ,11.0%,
9106,1.0,Jun 2022,          11.3%        ,10.0%,
9107,2.0,May 2022,          10.8%        ,11.1%,
9108,3.0,Apr 2022,          11.0%        ,12.2%,
9109,4.0,Mar 2022,          11.2%        ,9.4%,
9110,5.0,Feb 2022,          10.0%        ,9.1%,
9111,6.0,Jan 2022,          9.7%        ,10.1%,
9112,7.0,Dec 2021,          9.7%        ,10.1%,
9113,8.0,Nov 2021,          9.6%        ,8.3%,
